flight_id,date,callsign,adep,name_adep,country_code_adep,ades,name_ades,country_code_ades,actual_offblock_time,arrival_time,aircraft_type,wtc,airline,flight_duration,taxiout_time,flown_distance,tow
248764242,2022-01-01,12f206cf334575a41f37c1aee6a9d549,EBBR,Brussels,BE,LIMC,Milan Malpensa,IT,2022-01-01T05:18:00Z,2022-01-01T06:35:59Z,A319,M,bdeeef3a675587d530de70a25d7118d2,65,13,400,57274.3449402927
248763697,2022-01-01,faf0a65c0b2f2d499ea3769e7b5360b8,LSZH,Zurich,CH,KSFO,San Francisco,US,2022-01-01T12:46:00Z,2022-01-01T23:59:06Z,B77W,H,2d5def0a5a844b343ba1b7cc9cb28fa9,662,11,5162,315299
248763716,2022-01-01,d802eab47fb17ed5c8398da34e960088,LTFM,iGA Istanbul,TR,KATL,Atlanta Hartsfield,US,2022-01-01T12:59:00Z,2022-01-02T01:24:46Z,B789,H,6351ec1b849adacc0cbb3b1313d8d39b,721,25,5086,240368
248761417,2022-01-01,f0aa9bba31128626c17420def8e1067d,LGAV,Athens,GR,LSZH,Zurich,CH,2022-01-01T06:57:00Z,2022-01-01T09:59:52Z,A320,M,2d5def0a5a844b343ba1b7cc9cb28fa9,170,13,953,62791
248761431,2022-01-01,59aa91b7a86d288cad2b2cdde1972ce9,LROP,Bucharest Otopeni,RO,LSZH,Zurich,CH,2022-01-01T07:57:00Z,2022-01-01T10:51:50Z,BCS3,M,2d5def0a5a844b343ba1b7cc9cb28fa9,165,10,868,51883
248761437,2022-01-01,09923db97e2d2443bc4e4114af5fb869,LTFM,iGA Istanbul,TR,EGCC,Manchester,GB,2022-01-01T07:13:00Z,2022-01-01T11:30:02Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,232,25,1499,75707
248761293,2022-01-01,f4f5b702dbb559200461da18ce825a84,KLAX,Los Angeles,US,EGLL,London Heathrow,GB,2022-01-01T02:03:00Z,2022-01-01T11:51:59Z,B77W,H,5543e4dc327359ffaf5b9c0e6faaf0e1,579,10,4984,218327
248761616,2022-01-01,2389b1ac04e680319a056ee2f3cebc2e,LFPG,Paris Charles de Gaulle,FR,LTFM,iGA Istanbul,TR,2022-01-01T10:32:00Z,2022-01-01T13:36:00Z,A333,H,6351ec1b849adacc0cbb3b1313d8d39b,169,15,1225,177396
248761631,2022-01-01,9c7c28053b9867ac4924bd0824b65881,LEMG,Malaga,ES,EIDW,Dublin,IE,2022-01-01T10:38:00Z,2022-01-01T13:15:51Z,A320,M,a73f82288988b79be490c6322f4c32ed,146,12,1061,66348.5764815389
248753676,2022-01-01,c3a1a6f1cf38c7c700913a0582d511d6,EIDW,Dublin,IE,EDDB,Berlin Brandenburg,DE,2022-01-01T06:58:00Z,2022-01-01T09:03:13Z,A320,M,a73f82288988b79be490c6322f4c32ed,107,18,757,64427.2362937197
248753592,2022-01-01,25f08a903975923d06e5255dc8dcf167,LTFM,iGA Istanbul,TR,EGKK,London Gatwick,GB,2022-01-01T05:18:00Z,2022-01-01T09:17:47Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,215,25,1380,79707
248753593,2022-01-01,a3554684f2e8e6632057a8b859869b42,LTFM,iGA Istanbul,TR,EGCC,Manchester,GB,2022-01-01T05:28:00Z,2022-01-01T09:44:43Z,A333,H,6351ec1b849adacc0cbb3b1313d8d39b,232,25,1468,190169
248755777,2022-01-01,da115ca6d271888c0884b60dd115b049,EDDB,Berlin Brandenburg,DE,EIDW,Dublin,IE,2022-01-01T10:14:00Z,2022-01-01T12:25:58Z,A320,M,a73f82288988b79be490c6322f4c32ed,125,7,730,63817.0853629665
248753647,2022-01-01,7405d41587a12ea3df4daaa2b94ce705,LSZH,Zurich,CH,LSGG,Geneva,CH,2022-01-01T06:34:00Z,2022-01-01T07:15:12Z,A320,M,2d5def0a5a844b343ba1b7cc9cb28fa9,29,12,130,54800
248753655,2022-01-01,d84e3feb8f238a6da92359f1f6d3cf95,LTAC,Ankara,TR,LFPG,Paris Charles de Gaulle,FR,2022-01-01T06:49:00Z,2022-01-01T10:36:48Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,223,5,1437,71862
248756096,2022-01-01,9a036f8d7c8cdf4c6f6be89e4614e606,EDDL,Dusseldorf,DE,LTFJ,Istanbul Sabiha Gokcen,TR,2022-01-01T15:36:00Z,2022-01-01T18:31:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,162,13,1203,68788
248753982,2022-01-01,46c10265a623fcf8cfbb3da0374a3ad1,EHAM,Amsterdam,NL,KDFW,Dallas Fort Worth,US,2022-01-01T12:04:00Z,2022-01-01T22:11:51Z,B788,H,5543e4dc327359ffaf5b9c0e6faaf0e1,596,12,4571,163597
248752588,2022-01-01,d91bef6acae61cc1535b70812edef8e7,KDFW,Dallas Fort Worth,US,LFPG,Paris Charles de Gaulle,FR,2022-01-01T23:21:00Z,2022-01-02T07:57:36Z,B789,H,5543e4dc327359ffaf5b9c0e6faaf0e1,507,10,4379,175632
248752590,2022-01-01,159b8ce3df68233d04b17a6b90f9da18,KMIA,Miami,US,LFPG,Paris Charles de Gaulle,FR,2022-01-01T23:36:00Z,2022-01-02T08:07:27Z,B772,H,5543e4dc327359ffaf5b9c0e6faaf0e1,501,10,4095,190509
248755840,2022-01-01,2bb738935b73f8b20c14dba635a319aa,LSZH,Zurich,CH,EGLL,London Heathrow,GB,2022-01-01T11:18:00Z,2022-01-01T12:53:22Z,A20N,M,2d5def0a5a844b343ba1b7cc9cb28fa9,84,11,473,56844
248755229,2022-01-01,a0c41049f01e25769d8c192cb7312ec2,LTFM,iGA Istanbul,TR,LROP,Bucharest Otopeni,RO,2022-01-01T17:22:00Z,2022-01-01T18:40:00Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,53,25,283,71571
248761689,2022-01-01,8517f9107a320c1619d02ee6f3cb3c3c,LSZH,Zurich,CH,EIDW,Dublin,IE,2022-01-01T11:54:00Z,2022-01-01T13:59:17Z,A321,M,2d5def0a5a844b343ba1b7cc9cb28fa9,113,12,695,63731
248764294,2022-01-01,cf0a5d8e6430c835a3c8386dde433bda,EIDW,Dublin,IE,LFPG,Paris Charles de Gaulle,FR,2022-01-01T06:43:00Z,2022-01-01T08:22:46Z,A21N,M,a73f82288988b79be490c6322f4c32ed,82,18,494,72611.1610235781
248763069,2022-01-01,0e76884c458055ef794cacb072ad5cac,UBBB,Baku,AZ,LTFM,iGA Istanbul,TR,2022-01-01T18:04:00Z,2022-01-01T20:54:17Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,160,10,994,70831
248763078,2022-01-01,bbbe857b89e4ef48abbd4d14d59349e2,LTFM,iGA Istanbul,TR,LTAC,Ankara,TR,2022-01-01T17:45:00Z,2022-01-01T18:56:00Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,46,25,251,71571
248763080,2022-01-01,ad19256d0ed3d9f323f73919fc0cc51f,LSZH,Zurich,CH,EDDF,Frankfurt,DE,2022-01-01T17:56:00Z,2022-01-01T18:52:07Z,A20N,M,2d5def0a5a844b343ba1b7cc9cb28fa9,47,9,186,55859
248763727,2022-01-01,ecd583c4ff04725c2c3537596628c6e7,EKCH,Copenhagen,DK,ENBR,Bergen,NO,2022-01-01T13:02:00Z,2022-01-01T14:21:44Z,A320,M,8be5c854fd664bcb97fb543339f74770,71,9,400,56826
248751737,2022-01-01,d6ddbc7e654e77819da9559e215ce81b,EICK,Cork,IE,EDDM,Munich,DE,2022-01-01T06:29:00Z,2022-01-01T08:35:37Z,A320,M,a73f82288988b79be490c6322f4c32ed,117,10,838,56818
248765647,2022-01-01,e97d6161aae475f407c170a39a431a79,EDDH,Hamburg,DE,LTFJ,Istanbul Sabiha Gokcen,TR,2022-01-01T13:41:00Z,2022-01-01T16:31:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,161,9,1186,60825
248764994,2022-01-01,93d95af0ca5dfefe76aaf5392bf5e2b0,ENBO,Bodo,NO,ENGM,Oslo,NO,2022-01-01T18:57:31Z,2022-01-01T20:20:30Z,A20N,M,8be5c854fd664bcb97fb543339f74770,77,6,443,65882
248761827,2022-01-01,6d78ae03ec94f646fb35062785d1d443,EKCH,Copenhagen,DK,LSZH,Zurich,CH,2022-01-01T13:43:00Z,2022-01-01T15:19:13Z,A20N,M,8be5c854fd664bcb97fb543339f74770,86,10,525,57851
248762476,2022-01-01,ecda5cc19044df365d24119b9c93594e,LOWW,Vienna,AT,LCLK,Larnaca,CY,2022-01-01T08:36:00Z,2022-01-01T11:30:12Z,A320,M,5d407cb11cc29578cc3e292e743f5393,161,13,1147,54791
248751705,2022-01-01,d05aeececc0694f9f50e1fead78087d3,LTFM,iGA Istanbul,TR,EBBR,Brussels,BE,2022-01-01T05:52:00Z,2022-01-01T09:28:43Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,192,25,1200,76707
248751709,2022-01-01,7387805d689db57a28791fc2160a0c56,LTFM,iGA Istanbul,TR,EKCH,Copenhagen,DK,2022-01-01T06:03:00Z,2022-01-01T09:34:36Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,187,25,1107,74571
248751711,2022-01-01,96b46ddb75ef1aef80e81eadeff3ce37,EGCC,Manchester,GB,EBBR,Brussels,BE,2022-01-01T06:14:00Z,2022-01-01T07:26:30Z,A320,M,bdeeef3a675587d530de70a25d7118d2,58,14,358,48869.4705882353
248760241,2022-01-01,7cc61cd8969f24c69743742ab5c6ba08,EBBR,Brussels,BE,EGLL,London Heathrow,GB,2022-01-01T20:11:00Z,2022-01-01T21:04:07Z,A320,M,bdeeef3a675587d530de70a25d7118d2,43,10,201,59470.9003398218
248753260,2022-01-01,dbaab2417c02cfc51d48b8dd8934bd66,LTFM,iGA Istanbul,TR,EHAM,Amsterdam,NL,2022-01-01T16:24:00Z,2022-01-01T20:05:00Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,196,25,1201,80707
248752645,2022-01-01,e7d89263a97f980a36fe6b1b29aa5d91,LTFM,iGA Istanbul,TR,LPPR,Porto,PT,2022-01-01T04:51:00Z,2022-01-01T09:45:43Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,270,25,1739,61678
248752045,2022-01-01,c0c9a2c7c447d4da2681cee308ce0b32,EDDL,Dusseldorf,DE,LTFJ,Istanbul Sabiha Gokcen,TR,2022-01-01T12:00:00Z,2022-01-01T14:52:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,159,13,1179,68788
248755431,2022-01-01,b2feebb17f6fd895df40b4f0008554cc,KDFW,Dallas Fort Worth,US,EGLL,London Heathrow,GB,2022-01-01T23:12:00Z,2022-01-02T07:33:27Z,B77W,H,5543e4dc327359ffaf5b9c0e6faaf0e1,491,10,4357,224327
248754251,2022-01-01,1909f1e48492f2c5ee964886903ea3b9,LTFM,iGA Istanbul,TR,LTFE,Bodrum,TR,2022-01-01T16:25:00Z,2022-01-01T17:42:00Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,52,25,297,65571
248759503,2022-01-01,f5e36ad42a244f21d514d1a20639438a,ENGM,Oslo,NO,EBBR,Brussels,BE,2022-01-01T06:26:36Z,2022-01-01T08:33:25Z,A319,M,bdeeef3a675587d530de70a25d7118d2,99,28,635,59008.5601857127
248759505,2022-01-01,bacb2f763cddde1dcdbc7c5c00479c89,LTFM,iGA Istanbul,TR,LFLL,Lyon,FR,2022-01-01T06:29:00Z,2022-01-01T09:52:23Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,178,25,1171,81707
248759509,2022-01-01,e5450837a3ad05ce8c86451a5c64fb41,EIDW,Dublin,IE,EGLL,London Heathrow,GB,2022-01-01T06:41:00Z,2022-01-01T07:52:18Z,A21N,M,a73f82288988b79be490c6322f4c32ed,53,18,292,70318.4472256258
248759518,2022-01-01,60a75d467aeb022386e9e9fe4cef39d1,LSGG,Geneva,CH,EGKK,London Gatwick,GB,2022-01-01T06:49:00Z,2022-01-01T08:15:01Z,BCS3,M,2d5def0a5a844b343ba1b7cc9cb28fa9,73,13,412,42866
248759521,2022-01-01,6e2cff31ee9ea758af1a9f6c49c9977a,LSZH,Zurich,CH,EGLL,London Heathrow,GB,2022-01-01T06:55:00Z,2022-01-01T08:28:49Z,A21N,M,2d5def0a5a844b343ba1b7cc9cb28fa9,84,10,463,67831
248753401,2022-01-01,26e8293f6b04cd6797962e81467c1418,LEMG,Malaga,ES,EBBR,Brussels,BE,2022-01-01T19:17:00Z,2022-01-01T21:46:08Z,A320,M,bdeeef3a675587d530de70a25d7118d2,137,12,998,68318.3565217391
248763454,2022-01-01,4896b1515856defaa8e4ae6b52a8e9f0,ESGG,Gothenburg,SE,EKCH,Copenhagen,DK,2022-01-01T08:31:00Z,2022-01-01T09:15:02Z,AT76,M,8be5c854fd664bcb97fb543339f74770,34,10,127,20917
248763917,2022-01-01,d9c3daa4f073d6e1eaea745aa69550ae,LSZH,Zurich,CH,EGCC,Manchester,GB,2022-01-01T16:34:00Z,2022-01-01T18:18:04Z,A320,M,2d5def0a5a844b343ba1b7cc9cb28fa9,92,12,582,55800
248762744,2022-01-01,2bffa024048cb321d88d63e27a05f8a0,LCLK,Larnaca,CY,LOWW,Vienna,AT,2022-01-01T12:16:00Z,2022-01-01T15:45:14Z,A320,M,5d407cb11cc29578cc3e292e743f5393,195,14,1284,68783
248751767,2022-01-01,5f5b59b531ddbc39d4dcaa23b3e85723,EDDB,Berlin Brandenburg,DE,EBBR,Brussels,BE,2022-01-01T07:23:18Z,2022-01-01T08:30:33Z,A319,M,bdeeef3a675587d530de70a25d7118d2,60,7,352,57274.3449402927
248762750,2022-01-01,b772b8d76ab3bc73d983d7b45bd53d08,LTFJ,Istanbul Sabiha Gokcen,TR,LTAC,Ankara,TR,2022-01-01T12:14:00Z,2022-01-01T13:04:28Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,35,15,221,54770
248765860,2022-01-01,f486ab657f83b109d73ba7b727e0cb1c,LTAC,Ankara,TR,LTFM,iGA Istanbul,TR,2022-01-01T17:45:00Z,2022-01-01T18:39:00Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,49,5,260,67818
248751068,2022-01-01,608f8c34fc3616a4cda22aa58b38db45,LTFJ,Istanbul Sabiha Gokcen,TR,EDDS,Stuttgart,DE,2022-01-01T12:25:00Z,2022-01-01T15:21:36Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,162,15,1006,69770
248751072,2022-01-01,b6358b56613509adf4358d88463f0f1f,EDDF,Frankfurt,DE,ENGM,Oslo,NO,2022-01-01T12:47:00Z,2022-01-01T14:48:25Z,BCS3,M,8be5c854fd664bcb97fb543339f74770,108,13,687,53866
248765651,2022-01-01,71caaa016bd607645eedd0de95bd46e3,EKCH,Copenhagen,DK,EDDM,Munich,DE,2022-01-01T13:56:00Z,2022-01-01T15:16:49Z,A20N,M,8be5c854fd664bcb97fb543339f74770,71,10,461,56851
248764524,2022-01-01,86d669485c9c5463a0e28fb478912b45,EBBR,Brussels,BE,LEMG,Malaga,ES,2022-01-01T10:53:00Z,2022-01-01T13:32:12Z,A320,M,bdeeef3a675587d530de70a25d7118d2,150,9,978,68318.3565217391
248765773,2022-01-01,4c6ba5901c34b6705002e592a9eb3c06,LEPA,Palma de Mallorca,ES,ESSA,Stockholm Arlanda,SE,2022-01-01T16:02:00Z,2022-01-01T19:26:07Z,A20N,M,8be5c854fd664bcb97fb543339f74770,193,11,1460,67844
248765775,2022-01-01,12d2a64e84ade5fb113555bb9c30c982,EDDM,Munich,DE,EKCH,Copenhagen,DK,2022-01-01T16:15:00Z,2022-01-01T17:47:15Z,A20N,M,8be5c854fd664bcb97fb543339f74770,81,11,469,55844
248765808,2022-01-01,5ea74f78747b09ed1c48ad452507660d,LSZH,Zurich,CH,LTFJ,Istanbul Sabiha Gokcen,TR,2022-01-01T16:53:00Z,2022-01-01T19:30:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,147,10,1033,53816
248750989,2022-01-01,657d77aa42ecb9469a790b8f6d9e8941,LEAL,Alicante,ES,EBOS,Ostend/Bruges,BE,2022-01-01T11:49:00Z,2022-01-01T14:02:36Z,E190,M,f53c55b5cf0cbb3be755bf50df6fa52d,123,11,847,43911
248763464,2022-01-01,b527370268d94cabd93af853ea8e02cb,LTFM,iGA Istanbul,TR,EDDL,Dusseldorf,DE,2022-01-01T08:46:00Z,2022-01-01T12:08:54Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,178,25,1122,76571
248763465,2022-01-01,895d34560eb9059c2676e1aba24a6a47,LTFM,iGA Istanbul,TR,EDDH,Hamburg,DE,2022-01-01T08:31:00Z,2022-01-01T11:58:08Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,182,25,1092,75707
248762849,2022-01-01,74b9796fae819405cc08bc5a3beadfdf,EGFF,Cardiff,GB,EGCC,Manchester,GB,2022-01-01T13:48:00Z,2022-01-01T14:32:13Z,B738,M,3922524069809ac4326134429751e26f,35,9,166,58825
248759869,2022-01-01,894a7652df5e0b097195be4d6852fcd0,LTFM,iGA Istanbul,TR,EDDL,Dusseldorf,DE,2022-01-01T12:53:00Z,2022-01-01T16:20:35Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,183,25,1133,82571
248754764,2022-01-01,253fd692ed441fac523081471c067772,LOWW,Vienna,AT,KIAD,Washington Dulles,US,2022-01-01T09:41:00Z,2022-01-01T19:33:18Z,B763,H,5d407cb11cc29578cc3e292e743f5393,578,14,3932,173542
248750643,2022-01-01,f8bfc43d24d5aef45fd0a07acadd8979,LTFM,iGA Istanbul,TR,LFPG,Paris Charles de Gaulle,FR,2022-01-01T05:07:00Z,2022-01-01T08:43:47Z,A333,H,6351ec1b849adacc0cbb3b1313d8d39b,192,25,1239,185169
248752830,2022-01-01,c2eb92beb624db0c0af0662fd9e9d024,EKCH,Copenhagen,DK,ENGM,Oslo,NO,2022-01-01T08:41:00Z,2022-01-01T09:43:53Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,53,10,287,32892
248752842,2022-01-01,43376dca31fbf2d0e3ac441878c9ceac,LTFJ,Istanbul Sabiha Gokcen,TR,EDDM,Munich,DE,2022-01-01T08:49:00Z,2022-01-01T11:25:24Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,141,15,886,70770
248756085,2022-01-01,062156b4ff3e97c7d62052f6dc881751,EKCH,Copenhagen,DK,ENGM,Oslo,NO,2022-01-01T15:17:00Z,2022-01-01T16:22:40Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,56,10,307,32892
248750784,2022-01-01,888f2c3739df658cfb8c1771f62cde05,EKCH,Copenhagen,DK,ESSA,Stockholm Arlanda,SE,2022-01-01T08:17:00Z,2022-01-01T09:24:36Z,A20N,M,8be5c854fd664bcb97fb543339f74770,58,10,312,52851
248750792,2022-01-01,eef282bc0cc88c67bd84637295845421,LTFJ,Istanbul Sabiha Gokcen,TR,EDDF,Frankfurt,DE,2022-01-01T08:15:00Z,2022-01-01T11:17:15Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,167,15,1047,71770
248750835,2022-01-01,e0ed03df86ea072a9bae2d1cb33e2c9f,LTFJ,Istanbul Sabiha Gokcen,TR,LSZH,Zurich,CH,2022-01-01T08:59:00Z,2022-01-01T11:55:15Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,161,15,1035,69770
248754263,2022-01-01,22f533f8f5e50e0914a6eb5cd6a30cba,LSZH,Zurich,CH,LGAV,Athens,GR,2022-01-01T16:55:00Z,2022-01-01T19:12:16Z,A321,M,2d5def0a5a844b343ba1b7cc9cb28fa9,128,9,919,63768
