flight_id,timestamp,altitude,speed,point,speed_ms,altitude_m,kinetic_energy,specific_energy
248750690,2022-01-01T06:28:20Z,17549.8715312145,360.101230530621,13,185.237258503406,5348.93981445124,1748.87063903454,7097.81045348578
248750690,2022-01-01T06:28:50Z,18388.5490823712,365.573763334153,14,188.052347394112,5604.55625796135,1802.43044650539,7406.98670446673
248750690,2022-01-01T06:29:20Z,19200.5317291477,370.557968586605,15,190.616238984879,5852.03649166344,1851.91389218861,7703.95038385205
248750690,2022-01-01T06:29:50Z,19983.8596371462,375.144001545937,16,192.97530943721,6090.78318718263,1898.0361902338,7988.81937741643
248750690,2022-01-01T06:30:20Z,20736.5727538425,379.428852927161,17,195.179451094219,6320.19894966246,1941.64210649544,8261.8410561579
248750690,2022-01-01T06:30:50Z,21456.9575246768,383.502744917293,18,197.275074545933,6539.76151315965,1983.56039944461,8523.32191260426
248750690,2022-01-01T06:31:20Z,22143.904658612,387.434198011547,19,199.297426960672,6749.13278226516,2024.43753278005,8773.57031504521
248750690,2022-01-01T06:31:50Z,22796.5995435693,391.281259894286,20,201.276368258378,6948.06447533354,2064.84079608981,9012.90527142335
248750690,2022-01-01T06:32:20Z,23414.5343682802,395.097172760402,21,203.239286399384,7136.40181904303,2105.31129134204,9241.71311038507
248750690,2022-01-01T06:32:50Z,23998.0912395284,398.922756636369,22,205.207179339696,7314.26127385808,2146.27861633813,9460.53989019621
248750690,2022-01-01T06:33:20Z,24548.6738739089,402.785457750918,23,207.194165509731,7482.07067171865,2188.04394603843,9670.11461775708
248750690,2022-01-01T06:33:50Z,25068.6710656573,406.695950934584,24,209.205736077461,7640.55808157797,2230.73598408319,9871.29406566116
248750690,2022-01-01T06:34:20Z,25561.2102964377,410.646998729037,25,211.238168070492,7790.67671333061,2274.28968653301,10064.9663998636
248750690,2022-01-01T06:34:50Z,26029.8279723468,414.612972409287,26,213.278277988316,7933.50441095606,2318.43138948326,10251.9358004393
248750690,2022-01-01T06:35:20Z,26478.1301612395,418.55640160631,27,215.306790949748,8070.14025030158,2362.74282513142,10432.883075433
248750690,2022-01-01T06:35:50Z,26910.3059749351,422.414311461533,28,217.291312480212,8201.86101034292,2406.49920893849,10608.3602192814
248750690,2022-01-01T06:36:20Z,27331.1638339949,426.099164871058,29,219.186813205277,8330.132226149,2448.66763930096,10778.79986545
248750690,2022-01-01T06:36:50Z,27745.9384803535,429.50602244724,30,220.939311958457,8456.54936920254,2487.98061002428,10944.5299792268
248750690,2022-01-01T06:37:20Z,28160.0629059678,432.517809716898,31,222.488585245318,8582.76833464426,2522.99544161382,11105.7637762581
248750693,2022-01-01T06:21:10Z,1484.85236926131,212.742178789869,1,109.435277155282,452.560917178089,610.401625181115,1062.9625423592
248750693,2022-01-01T06:21:40Z,2820.68274124568,228.333038349851,2,117.45526664087,859.702146066955,703.146771747086,1562.84891781404
248750693,2022-01-01T06:22:10Z,4173.09112585813,243.375232724158,3,125.193020948641,1271.89610663156,798.842634773027,2070.73874140458
248750693,2022-01-01T06:22:40Z,5554.93099708515,257.505711105709,4,132.461785548204,1693.06034656664,894.297891468829,2587.35823803547
248750693,2022-01-01T06:23:10Z,6978.82930424646,270.526486397694,5,139.159715225151,2127.04337221776,987.024788050215,3114.06816026797
248750693,2022-01-01T06:23:40Z,8452.23416232149,282.454311480233,6,145.295427716169,2576.11525825099,1075.98171841104,3652.09697666202
248750693,2022-01-01T06:24:10Z,9970.0174294011,293.444058345789,7,150.948589684048,3038.71302328592,1161.33928275245,4200.05230603837
248750693,2022-01-01T06:24:40Z,11513.7499078806,303.576064533647,8,156.160527023481,3509.21972199959,1242.92100918712,4752.14073118671
248750693,2022-01-01T06:25:10Z,13064.278740668,312.692032308102,9,160.849810858077,3981.7978484206,1318.6881576493,5300.4860060699
248750693,2022-01-01T06:25:40Z,14599.963918225,320.577830292669,10,164.906291302813,4449.85184950472,1386.03898630215,5835.89083580688
248750693,2022-01-01T06:26:10Z,16094.6962182502,327.084701568796,11,168.253447309051,4905.42402263035,1442.87576612537,6348.29978875572
248750693,2022-01-01T06:26:40Z,17519.6689717981,332.127331141742,12,170.847392562624,5339.73452355932,1487.70802983932,6827.44255339864
248750693,2022-01-01T06:27:10Z,18845.1340355947,335.719679189198,13,172.695308224896,5743.7165606811,1520.06470351131,7263.78126419241
248750693,2022-01-01T06:27:40Z,20042.0728431707,338.029525857306,14,173.883500955404,6108.52570654395,1541.0536138893,7649.57932043324
248750693,2022-01-01T06:28:10Z,21086.5143509124,339.371027094864,15,174.573573608469,6426.85594358805,1553.3095108273,7980.16545441535
248750693,2022-01-01T06:28:40Z,21967.1045678209,340.065730042632,16,174.930931091889,6695.24674423069,1559.67536456041,8254.9221087911
248750693,2022-01-01T06:29:10Z,22685.3580558023,340.37843139416,17,175.091785696584,6914.15972441398,1562.54502642297,8476.70475083694
248750693,2022-01-01T06:29:40Z,23248.2759862567,340.519753587047,18,175.164482297864,7085.72873704867,1563.84280625274,8649.57154330141
248750693,2022-01-01T06:30:10Z,23667.0782713885,340.64086315163,19,175.2267814566,7213.37344449512,1564.95539957385,8778.32884406897
248750693,2022-01-01T06:30:40Z,23959.8236635073,340.830173334802,20,175.324163238067,7302.59788586021,1566.69532187198,8869.29320773219
248750693,2022-01-01T06:31:10Z,24148.4181060203,341.1084137474,21,175.467291022325,7360.07866687603,1569.25434346143,8929.33301033746
248750693,2022-01-01T06:31:40Z,24255.3982430622,341.417882158875,22,175.626482592014,7392.68462147582,1572.10302689311,8964.78764836893
248750693,2022-01-01T06:32:10Z,24301.8232727494,341.669518214894,23,175.755925007661,7406.83428002114,1574.42126275732,8981.25554277847
248750693,2022-01-01T06:32:40Z,24306.0630849921,341.8277519508,24,175.837320962345,7408.12651173182,1575.87989007212,8984.00640180394
248750693,2022-01-01T06:33:10Z,24283.2565818051,341.919006321495,25,175.884262511057,7401.17542877327,1576.72139648616,8977.89682525943
248750693,2022-01-01T06:33:40Z,24245.2374878966,342.009028894396,26,175.930570418928,7389.58777442748,1577.55176391077,8967.13953833826
248750693,2022-01-01T06:34:10Z,24200.7627890069,342.179843589593,27,176.01843806049,7376.03254770098,1579.12795806598,8955.16050576696
248750693,2022-01-01T06:34:40Z,24155.9127908015,342.47599105619,28,176.170777292279,7362.36293532506,1581.86252659356,8944.22546191861
248750693,2022-01-01T06:35:10Z,24114.5679558555,342.848097297103,29,176.362189967646,7349.76164457649,1585.30183742018,8935.06348199667
248750693,2022-01-01T06:35:40Z,24078.8936866901,343.166959568972,30,176.526213770047,7338.88865793664,1588.25199531032,8927.14065324696
248750693,2022-01-01T06:36:10Z,24049.7893337838,343.294241152995,31,176.591687835903,7330.01808405481,1589.43038800881,8919.44847206362
248750694,2022-01-01T06:33:14Z,3547.98884215033,224.392022022072,1,115.427994867321,1081.37422802509,679.083690065765,1760.45791809086
248750694,2022-01-01T06:33:44Z,4458.38413239143,233.665063775825,2,120.198078073984,1358.84917171333,736.369927251761,2095.21909896509
248750694,2022-01-01T06:34:14Z,5395.20421472921,242.129996220098,3,124.552467191408,1644.37799900311,790.688944111459,2435.06694311457
248750694,2022-01-01T06:34:44Z,6364.86108272252,250.003861986931,4,128.602809664059,1939.91499016231,842.950186212548,2782.86517637485
248750694,2022-01-01T06:35:14Z,7373.58743124632,257.628142714046,5,132.5247647706,2247.35977788672,895.148485091889,3142.50826297861
248750694,2022-01-01T06:35:44Z,8441.32470852301,265.409536101369,6,136.527539146795,2572.79021899512,950.039191920465,3522.82941091559
248750694,2022-01-01T06:36:14Z,9596.15908639535,273.743819156995,7,140.814721788577,2924.76656092513,1010.64148177342,3935.40804269855
248750694,2022-01-01T06:36:44Z,10862.5348768721,282.929508674854,8,145.539870717517,3310.73906640419,1079.60519716981,4390.344263574
248750694,2022-01-01T06:37:14Z,12248.474022814,293.075432527944,9,150.758967349765,3733.15270430172,1158.42335557429,4891.57605987602
248750694,2022-01-01T06:37:44Z,13731.6091036136,303.999383261221,10,156.378283570587,4185.1902174988,1246.38978453022,5431.58000202902
248750694,2022-01-01T06:38:14Z,15252.7553775258,315.193569626462,11,162.136609890156,4648.81297699659,1339.8715732249,5988.68455022148
248750694,2022-01-01T06:38:44Z,16751.2358756309,326.139896711504,12,167.767436579992,5105.52754514809,1434.55212928754,6540.07967443564
248750694,2022-01-01T06:39:14Z,18186.4673414806,336.491558568546,13,173.0923655188,5542.96474900354,1527.06253827185,7070.02728727539
248750694,2022-01-01T06:39:44Z,19534.5388466358,346.040881030593,14,178.004568431375,5953.83689321419,1614.96566679103,7568.80256000522
248750694,2022-01-01T06:40:14Z,20784.2945933446,354.699623360988,15,182.458653992278,6334.74385655123,1696.79716700682,8031.54102355805
248750694,2022-01-01T06:40:44Z,21933.8176930333,362.481059155634,16,186.461450182939,6685.10139988825,1772.06281367608,8457.16421356433
248750694,2022-01-01T06:41:14Z,22987.3957229575,369.470432916774,17,190.056807055954,7006.21631300138,1841.05962835393,8847.27594135531
248750694,2022-01-01T06:41:44Z,23953.0441258408,375.780520267672,18,193.302736763206,7300.53158361499,1904.48257085348,9205.01415446847
248750694,2022-01-01T06:42:14Z,24842.0414129077,381.492424952423,19,196.240959337666,7571.48473419924,1962.81927226134,9534.30400646058
248750694,2022-01-01T06:42:44Z,25667.59336736,386.658288098959,20,198.898296347201,7823.1006910576,2016.33701782971,9839.43770888731
248750694,2022-01-01T06:43:14Z,26442.441041184,391.32002656428,21,201.29630996105,8059.26273733129,2065.24996961952,10124.5127069508
248750694,2022-01-01T06:43:44Z,27177.1647448666,395.516893959966,22,203.455192366238,8283.19559429034,2109.78671257813,10392.9823068685
248750694,2022-01-01T06:44:14Z,27879.9050063387,399.273212975938,23,205.387455234536,8497.38037376981,2150.05131333937,10647.4316871092
248750694,2022-01-01T06:44:44Z,28556.7610754864,402.575803914169,24,207.086318885889,8703.67603641768,2185.76674157534,10889.442777993
248750694,2022-01-01T06:45:14Z,29211.8370636325,405.36893337812,25,208.523113877634,8903.33345432261,2216.20229465976,11119.5357489824
248750694,2022-01-01T06:45:44Z,29846.9357367377,407.573561704566,26,209.657181946793,9096.90208373597,2240.37379927985,11337.2758830158
248750694,2022-01-01T06:46:14Z,30461.1488341912,409.117714177661,27,210.451499062583,9284.10510033259,2257.38192954578,11541.4870298784
248750694,2022-01-01T06:46:44Z,31051.3311033461,409.952613249803,28,210.880973893932,9463.98387788665,2266.60474772951,11730.5886256162
248750694,2022-01-01T06:47:14Z,31612.0566623399,410.072542304659,29,210.942665794578,9634.88468830842,2267.93110359444,11902.8157919029
248750694,2022-01-01T06:47:44Z,32134.8581138087,409.543388355611,30,210.670467261117,9794.2267948213,2262.08184383371,12056.308638655
248750694,2022-01-01T06:48:14Z,32608.8858137701,408.497547203854,31,210.132483129555,9938.70338731183,2250.54334690074,12189.2467342126
248750710,2022-01-01T07:00:02Z,2538.61225784674,216.069714874622,1,111.146972672131,773.731258106291,629.645745880704,1403.377003987
248750710,2022-01-01T07:00:32Z,3274.93509779408,227.588019536421,2,117.072026510505,998.151508014043,698.5657182098,1696.71722622384
248750710,2022-01-01T07:01:02Z,4091.96999339005,238.454927438291,3,122.661999711055,1247.1715920116,766.868816162835,2014.04040817443
248750710,2022-01-01T07:01:32Z,5029.71932080098,248.912106851095,4,128.041207227929,1532.98363937854,835.604013679182,2368.58765305772
248750710,2022-01-01T07:02:02Z,6125.64215163984,259.273414418292,5,133.371097951796,1867.00461799447,906.618234906605,2773.62285290107
248750710,2022-01-01T07:02:32Z,7403.3596226747,269.799120749522,6,138.785555941112,2256.43389901698,981.72428837327,3238.15818739025
248750710,2022-01-01T07:03:02Z,8859.50949220167,280.571498203332,7,144.326902367969,2700.24672118307,1061.68474756031,3761.93146874338
248750710,2022-01-01T07:03:32Z,10450.0505014531,291.382248729912,8,149.88798802979,3185.01996386866,1145.07690905293,4330.09687292159
248750710,2022-01-01T07:04:02Z,12106.2754478424,301.875414219589,9,155.285706903081,3689.81269364292,1229.03418799131,4918.84688163424
248750710,2022-01-01T07:04:32Z,13773.0747314226,311.848350475653,10,160.415818145912,4197.8283241154,1311.581789573,5509.4101136884
248750710,2022-01-01T07:05:02Z,15410.8707999853,321.246758904937,11,165.250390383198,4697.00420603025,1391.82933342504,6088.8335394553
248750710,2022-01-01T07:05:32Z,16989.5953560171,330.087512198245,12,169.798102982636,5178.17596952671,1469.49010073914,6647.66607026585
248750710,2022-01-01T07:06:02Z,18490.1301448131,338.417042236454,13,174.082840656612,5635.51665492628,1544.58896080915,7180.10561573543
248750710,2022-01-01T07:06:32Z,19903.0870366455,346.290255090279,14,178.132847268662,6066.16489992242,1617.29415270339,7683.45905262581
248750710,2022-01-01T07:07:02Z,21225.4348954727,353.751178827941,15,181.970771002027,6469.19685933334,1687.73504072743,8156.93190006077
248750710,2022-01-01T07:07:32Z,22457.2647363957,360.826842663579,16,185.610515773446,6844.64027320808,1755.92576787384,8600.56604108192
248750710,2022-01-01T07:08:02Z,23601.8639646449,367.548146495249,17,189.067976592206,7193.4970937656,1821.95207811779,9015.44917188339
248750710,2022-01-01T07:08:32Z,24664.4347620718,373.964101342597,18,192.368364888167,7517.35286865948,1886.11558663339,9403.46845529287
248750710,2022-01-01T07:09:02Z,25651.0821564239,380.136281217322,19,195.543354535659,7818.06831954401,1948.88906743418,9766.95738697819
248750710,2022-01-01T07:09:32Z,26568.6023971661,386.112908345175,20,198.617751206366,8097.71484217193,2010.65296097216,10108.3678031441
248750710,2022-01-01T07:10:02Z,27424.2501589746,391.915669011056,21,201.602710396634,8358.50355348204,2071.54193880067,10430.0454922827
248750710,2022-01-01T07:10:32Z,28226.083376438,397.520174812748,22,204.485686632072,8602.89039208718,2131.21284594241,10734.1032380296
248750710,2022-01-01T07:11:02Z,28985.8437908421,402.774336158576,23,207.188444526017,8834.45406609025,2187.92311646841,11022.3771825587
248750710,2022-01-01T07:11:32Z,29721.0447996791,407.341706972969,24,209.537915109552,9058.53239856115,2237.8255794321,11296.3579779932
248750710,2022-01-01T07:12:02Z,30450.9808782178,410.803016771609,25,211.318424265231,9281.00605858513,2276.01816686749,11557.0242254526
248750710,2022-01-01T07:12:32Z,31190.4078397423,412.82197770674,26,212.356984417047,9506.3723985804,2298.4448945312,11804.8172931116
248750710,2022-01-01T07:13:02Z,31945.8543499469,413.246570309529,27,212.575396249758,9736.62125874639,2303.17528495115,12039.7965436975
248750710,2022-01-01T07:13:32Z,32715.1624217794,412.124278076606,28,211.998085430353,9971.09491672644,2290.68237645949,12261.7772931859
248750710,2022-01-01T07:14:02Z,33488.7394177553,409.672412929183,29,210.736837926535,10206.8696792915,2263.50738324539,12470.3770625369
248750710,2022-01-01T07:14:32Z,34250.9733766508,406.244981345517,30,208.973755836171,10439.1872528652,2225.79157126787,12664.9788241331
248750710,2022-01-01T07:15:02Z,34982.0172019601,402.298391749422,31,206.943617155052,10661.9985376288,2182.75538640249,12844.7539240313
248750771,2022-01-01T08:19:23Z,3381.70740995955,220.58031446275,1,113.467239949975,1030.69412068258,656.208692245927,1686.90281292851
248750771,2022-01-01T08:19:53Z,4637.66452665914,235.936285736613,2,121.366402127887,1413.49116935664,750.754514040166,2164.24568339681
248750771,2022-01-01T08:20:23Z,5891.9276058364,250.702721912873,3,128.962305510737,1795.77190059019,847.669533264256,2643.44143385444
248750771,2022-01-01T08:20:53Z,7138.84519195204,264.741204215947,4,136.183747024664,2175.81383479184,945.260599066143,3121.07443385799
248750771,2022-01-01T08:21:23Z,8370.76686633772,277.998424831334,5,143.00330495439,2551.28523814012,1042.30098001418,3593.5862181543
248750771,2022-01-01T08:21:53Z,9580.90160238185,290.432090426868,6,149.399223470611,2920.11630673022,1137.62120150976,4057.73750823998
248750771,2022-01-01T08:22:23Z,10765.7371625423,301.944705965253,7,155.321350805171,3281.23656279861,1229.59847176061,4510.83503455922
248750771,2022-01-01T08:22:53Z,11925.7158307189,312.385085451886,8,160.691916384715,3634.78080789971,1316.10050924527,4950.88131714498
248750771,2022-01-01T08:23:23Z,13062.8127112634,321.639683773347,9,165.452512229088,3981.3510244631,1395.23617751868,5376.58720198178
248750771,2022-01-01T08:23:53Z,14177.4997148106,329.697790502143,10,169.597628859127,4321.09104383132,1466.02220767779,5787.11325150911
248750771,2022-01-01T08:24:23Z,15268.8743944304,336.647944489939,11,173.172810951615,4653.72581360267,1528.4822860797,6182.20809968238
248750771,2022-01-01T08:24:53Z,16335.3332095023,342.680864370686,12,176.276164799736,4978.76659844629,1583.7556715853,6562.52227003159
248750771,2022-01-01T08:25:23Z,17375.1730385621,348.077344666078,13,179.052132029876,5295.6943122713,1634.0298666893,6929.7241789606
248750771,2022-01-01T08:25:53Z,18386.717269596,353.113583845048,14,181.642790043749,5603.99794867297,1681.65663480517,7285.65458347814
248750771,2022-01-01T08:26:23Z,19368.417517113,357.989000835798,15,184.150720594546,5903.20558278361,1728.41426582521,7631.61984860882
248750771,2022-01-01T08:26:53Z,20318.8852688118,362.834900143588,16,186.643467152051,6192.89401670582,1775.52415038424,7968.41816709006
248750771,2022-01-01T08:27:23Z,21237.0414162728,367.72487191575,17,189.158884730324,6472.73435424346,1823.70457045973,8296.4389247032
248750771,2022-01-01T08:27:53Z,22122.3531569125,372.683649959629,18,191.709696481291,6742.56420509372,1873.2215965825,8615.78580167622
248750771,2022-01-01T08:28:23Z,22975.068301007,377.696911822191,19,194.288534887958,7002.45909814295,1923.95692094339,8926.41601908634
248750771,2022-01-01T08:28:53Z,23796.3509293926,382.721574635811,20,196.873237981384,7252.77382791607,1975.48786102318,9228.26168893925
248750771,2022-01-01T08:29:23Z,24588.2398882732,387.696159778911,21,199.43218095623,7494.12980441122,2027.17608567576,9521.30589008698
248750771,2022-01-01T08:29:53Z,25353.2149558799,392.552939162812,22,201.930524260706,7727.28282715023,2078.28423181465,9805.56705896488
248750771,2022-01-01T08:30:23Z,26093.8039774702,397.223406645489,23,204.333028109819,7953.00334576964,2128.03192540919,10081.0352711788
248750771,2022-01-01T08:30:53Z,26812.4094993498,401.635948048198,24,206.602853934258,8172.02362064913,2175.57284677781,10347.5964674269
248750771,2022-01-01T08:31:23Z,27511.2086514216,405.716636450122,25,208.701973482573,8385.00720860153,2220.00579691746,10605.013005519
248750771,2022-01-01T08:31:53Z,28192.1567366525,409.391427951421,26,210.59229832892,8592.5500568889,2260.40347173583,10852.9535286247
248750771,2022-01-01T08:32:23Z,28857.1487631845,412.586140530962,27,212.235668997408,8795.22973580753,2295.81953082454,11091.0492666321
248750771,2022-01-01T08:32:53Z,29508.039408396,415.225367628199,28,213.593296105041,8993.61152343677,2325.28522635146,11318.8967497882
248750771,2022-01-01T08:33:23Z,30146.3768099285,417.236432316201,29,214.627794401338,9188.16726910348,2347.86392097772,11536.0311900812
248750771,2022-01-01T08:33:53Z,30772.876536731,418.559901472762,30,215.308591292573,9379.1150675803,2362.78233865404,11741.8974062343
248750771,2022-01-01T08:34:23Z,31386.7865729058,419.162395013863,31,215.618515953633,9566.22571560677,2369.58942008396,11935.8151356907
248750784,2022-01-01T08:27:00Z,256.85273109663,203.759584437609,1,104.814601048153,78.2848921355167,559.943964978769,638.228857114286
248750784,2022-01-01T08:27:30Z,2282.07329606061,222.843155759411,2,114.63125296266,695.541998189762,669.741292344002,1365.28329053376
248750784,2022-01-01T08:28:00Z,4310.15669097235,241.620576562876,3,124.290420042632,1313.67165223174,787.365367705087,2101.03701993683
248750784,2022-01-01T08:28:30Z,6343.60789474871,259.491317783624,4,133.4831881603,1933.43733457748,908.142789064124,2841.5801236416
248750784,2022-01-01T08:29:00Z,8380.07215483778,275.894430102583,5,141.921003139189,2554.12135167259,1026.58364587328,3580.70499754587
248750784,2022-01-01T08:29:30Z,10411.8210060147,290.580633855449,6,149.475634699305,3173.36818226599,1138.78518699083,4312.15336925682
248750784,2022-01-01T08:30:00Z,12427.400167444,303.606194912837,7,156.176026189731,3787.68673192442,1243.16774497531,5030.85447689973
248750784,2022-01-01T08:30:30Z,14413.2409470785,315.211480790158,8,162.145823451727,4392.94146512601,1340.0238564138,5732.96532153981
248750784,2022-01-01T08:31:00Z,16354.8045944563,325.655541249306,9,167.518282535651,4984.70118697237,1430.29434167657,6414.99552864894
248750784,2022-01-01T08:31:30Z,18237.276738638,335.199857504152,10,172.427910238762,5558.45069754283,1515.36107183009,7073.81176937292
248750784,2022-01-01T08:32:00Z,20047.1664389406,344.074722073308,11,176.993169790796,6110.07815877496,1596.66575701292,7706.74391578789
248750784,2022-01-01T08:32:30Z,21774.2365256322,352.427047658614,12,181.289633569246,6636.46343359715,1675.12391639508,8311.58734999223
248750784,2022-01-01T08:33:00Z,23411.5401427112,360.341347771504,13,185.360775602626,7135.48922362426,1751.20372742136,8886.69295104562
248750784,2022-01-01T08:33:30Z,24955.7307122329,367.84801952141,14,189.2222322641,7606.13554167416,1824.92625805346,9431.06179972762
248750784,2022-01-01T08:34:00Z,26406.3271704613,374.953538914285,15,192.877334832451,8048.2557666752,1896.10939307184,9944.36515974704
248750784,2022-01-01T08:34:30Z,27765.1010301986,381.657324285848,16,196.325784097659,8462.38982938085,1964.5164883568,10426.9063177376
248750784,2022-01-01T08:35:00Z,29035.9340971063,387.941863801902,17,199.558571914559,8849.7208464207,2029.74636210898,10879.4672085297
248750784,2022-01-01T08:35:30Z,30223.9364425082,393.776113684605,18,202.559729261628,9211.80629152947,2091.25606108787,11303.0623526173
248750784,2022-01-01T08:36:00Z,31334.5866467451,399.114815051282,19,205.305974820618,9550.31595450933,2148.34573379431,11698.6616883036
248750784,2022-01-01T08:36:30Z,32373.1566165218,403.895002896261,20,207.764919185319,9866.85663411209,2200.11527237932,12066.9719064914
248750784,2022-01-01T08:37:00Z,33344.1000270604,408.048031799005,21,209.901250925414,10162.7857443037,2245.59302446757,12408.3787687713
248750784,2022-01-01T08:37:30Z,34249.9883223117,411.529142014181,22,211.691945480546,10438.8870229539,2284.0713446146,12722.9583675685
